Scenario_Name,ID_Country,ID_Sector,Unit,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ref,Austria,Tertiary,-,0.22188085152068399,0.21625567299971388,0.20625535562910052,0.2075053953004272,0.20875543497175386,0.21000547464308053,0.2112555143144072,0.2125055539857339,0.21375559365706057,0.21500563332838724,0.21625567299971388,0.2220181914056257,0.2277807098115375,0.23354322821744933,0.23930574662336115,0.24506826502927295,0.25083078343518483,0.256529583003852,0.26113972769906874,0.2657498723942855,0.27036001708950214,0.2746126403593756,0.2785077422039056,0.28204532262309234,0.2852253816169357,0.28804791918543576,0.2905129353285924,0.2926204300464058,0.2943704033388758,0.29576285520600254,0.29576285520600254
ref,Belgium,Tertiary,-,0.2488058716159181,0.2813526529099941,0.24739924968948082,0.2524201085102362,0.25724653644224327,0.2612642225202017,0.26528190859816014,0.26929959467611864,0.27331728075407713,0.2773349668320356,0.2813526529099941,0.2878033305366979,0.29425400816340164,0.3007046857901054,0.30715536341680916,0.3136060410435129,0.3200567186702167,0.32650739629692044,0.3329580739236242,0.33940875155032796,0.3458594291770318,0.3518098501714605,0.35726001453361433,0.3622099222634931,0.3666595733610969,0.3706089678264258,0.3740581056594796,0.3770069868602584,0.3794556114287623,0.38140397936499115,0.38140397936499115
ref,Cyprus,Tertiary,-,0.06723962299877856,0.10698208901159037,0.07511313041641111,0.07909675024080853,0.08308037006520594,0.08706398988960334,0.09104760971400076,0.09503122953839817,0.09901484936279559,0.102998469187193,0.10698208901159037,0.11002789319683243,0.11307369738207451,0.11611950156731655,0.11916530575255861,0.12221110993780065,0.12525691412304268,0.12830271830828477,0.13134852249352683,0.13439432667876886,0.13744013086401094,0.140249729826724,0.14282312356690813,0.14516031208456323,0.14726129537968943,0.14912607345228662,0.1507546463023548,0.15214701392989405,0.1533031763349043,0.1542231335173856,0.1542231335173856
ref,Czech Republic,Tertiary,-,0.11225553304138594,0.12200607386498,0.11394312664546952,0.11495099504790832,0.11595886345034712,0.11696673185278592,0.11797460025522472,0.11898246865766351,0.1199903370601023,0.12099820546254113,0.12200607386498,0.12553620387773265,0.12906633389048527,0.13259646390323793,0.13612659391599052,0.13965672392874318,0.1431868539414958,0.14671698395424845,0.1502471139670011,0.15377724397975376,0.15730737399250638,0.16056373882059657,0.16338275678657874,0.16564031266522772,0.1676697113008217,0.16947095269336074,0.17104403684284483,0.172388963749274,0.17350573341264822,0.17439434583296748,0.17439434583296748
ref,Denmark,Tertiary,-,0.2583815911834669,0.2618841932690156,0.24743025864011153,0.24940372812286016,0.2513771976056087,0.2533506670883574,0.255324136571106,0.25714629848365267,0.25872559674544027,0.26030489500722787,0.2618841932690156,0.2677072692362404,0.27353034520346525,0.2793534211706901,0.285176497137915,0.29099957310513985,0.29682264907236466,0.30264572503958953,0.3084688010068144,0.31429187697403926,0.3201149529412641,0.3254864434253164,0.33040634842619615,0.33487466794390336,0.33889140197843803,0.34245655052980023,0.3455701135979897,0.34823209118300685,0.3504424832848514,0.35220128990352334,0.35220128990352334
ref,Estonia,Tertiary,-,0.18004914063002322,0.20005603756055282,0.18317521827541847,0.18528532068606024,0.1873954230967021,0.1895055255073439,0.19161562791798567,0.19372573032862747,0.19583583273926927,0.19794593514991107,0.20005603756055282,0.20529633087664956,0.21053662419274638,0.21577691750884312,0.22101721082493986,0.22625750414103668,0.23149779745713345,0.23673809077323021,0.24197838408932695,0.24721867740542375,0.25245897072152046,0.25713006221005397,0.26067299456481074,0.2638907302300005,0.26678326920562323,0.26935061149167894,0.27159275708816755,0.2735097059950891,0.27510145821244364,0.27636801374023107,0.27636801374023107
ref,Finland,Tertiary,-,0.2782827822301662,0.2877843630991336,0.2726568461893303,0.27454778580305567,0.2764387254167811,0.27832966503050655,0.28022060464423193,0.28211154425795737,0.2840024838716828,0.28589342348540825,0.2877843630991336,0.2944423787516715,0.3011003944042093,0.30775841005674726,0.3144164257092851,0.32107444136182295,0.3277324570143608,0.33439047266689875,0.34104848831943657,0.34770650397197445,0.3543645196245124,0.3605061993693024,0.3661315432063445,0.371240551135639,0.3758332231571854,0.3799095592709841,0.383469559477035,0.3865132237753379,0.38904055216589317,0.39105154464870046,0.39105154464870046
ref,France,Tertiary,-,0.2218869065074371,0.2525138841985029,0.22657470921525324,0.22981710608815945,0.23305950296106565,0.23630189983397187,0.2395442967068781,0.24278669357978427,0.2460290904526905,0.2492714873255967,0.2525138841985029,0.25882347844613435,0.26436911289091486,0.2699147473356953,0.2754603817804758,0.2810060162252563,0.2865516506700368,0.29209728511481725,0.29764291955959776,0.3031885540043782,0.30873418844915873,0.31384975328393583,0.31853524850870957,0.3227906741234799,0.3266160301282469,0.3300113165230104,0.3329765333077706,0.33551168048252733,0.33761675804728075,0.3392917660020308,0.3392917660020308
ref,Germany,Tertiary,-,0.16878827266700858,0.19317038044802448,0.16706902147732158,0.17033169134865944,0.17359436121999733,0.1768570310913352,0.18011970096267302,0.1833823708340109,0.18664504070534876,0.1899077105766866,0.19317038044802448,0.19818870192299368,0.20320702339796287,0.2082253448729321,0.21324366634790132,0.21826198782287048,0.22328030929783968,0.2282986307728089,0.2333169522477781,0.23833527372274732,0.24335359519771654,0.2479827407215657,0.25222271029429477,0.25607350391590383,0.25890496941209634,0.26136329463458846,0.2635102319955649,0.2653457814950257,0.26686994313297085,0.2680827169094003,0.2680827169094003
ref,Greece,Tertiary,-,0.09049464911012599,0.12349238527210223,0.08786982918815055,0.0923226486986445,0.09677546820913845,0.10122828771963241,0.10568110723012636,0.11013392674062032,0.11458674625111429,0.11903956576160825,0.12349238527210223,0.12707042927100554,0.1306484732699088,0.13422651726881213,0.1378045612677154,0.14138260526661872,0.14496064926552202,0.14853869326442534,0.15211673726332864,0.15569478126223193,0.1592728252611352,0.16255326338023637,0.16507233943314698,0.1673601959449691,0.16941683291570286,0.17124225034534818,0.1728364482339051,0.1741994265813736,0.17533118538775372,0.1762317246530454,0.1762317246530454
